City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
469,Hambantota,LK,6.12,81.12,298.39,85,77,4.81,moderate rain
470,Soyaniquilpan,MX,19.98,-99.5,290.01,17,34,2.78,scattered clouds
471,Kifri,IQ,34.7,44.97,286.61,49,0,3.39,clear sky
472,Waipawa,NZ,-41.41,175.52,287.85,97,100,6.3,moderate rain
473,Muzhi,RU,65.37,64.67,258.04,95,100,5.17,light snow
474,Flin Flon,CA,54.77,-101.86,247.06,70,0,3.6,clear sky
475,Qaqortoq,GL,60.72,-46.03,273.43,98,100,1.34,snow
476,Batouri,CM,4.43,14.37,304.17,17,20,0.92,few clouds
477,Sumenep,ID,-7.02,113.87,297.41,93,100,4.12,light rain
478,Port Hawkesbury,CA,45.62,-61.35,284.66,64,0,7.2,clear sky
479,Dharchula,IN,29.85,80.53,281.34,46,0,3.15,clear sky
480,Sterling,US,39.01,-77.43,288.12,59,75,6.69,broken clouds
481,Kantunilkin,MX,21.09,-87.45,300.06,70,61,2.45,broken clouds
482,Bocaiuva,BR,-17.11,-43.82,299.99,87,100,2.62,overcast clouds
483,Gambo,CF,4.65,22.26,302.85,22,63,0.76,broken clouds
484,Montrose,US,38.42,-108.27,269.7,44,29,1.65,scattered clouds
485,Rocha,UY,-34.48,-54.33,292.93,95,100,5.08,overcast clouds
486,Narsaq,GL,60.92,-46.05,273.27,97,100,1.37,snow
487,Punta Alta,AR,-38.88,-62.07,295.51,25,14,0.88,few clouds
488,Mabaruma,GY,8.2,-59.78,300.44,61,92,3.07,overcast clouds
489,Tyukalinsk,RU,55.87,72.2,254.9,95,100,4.6,overcast clouds
490,Bella Union,UY,-30.28,-57.6,299.38,56,99,8.05,overcast clouds
491,Balabac,PH,7.99,117.06,299.82,83,100,6.74,moderate rain
492,Fairbanks,US,64.84,-147.72,253.16,77,75,1.54,broken clouds
493,Polazna,RU,58.29,56.41,269.81,97,99,2.18,light snow
494,Guerande,FR,47.33,-2.43,281.9,73,99,3.96,overcast clouds
495,Imeni Stepana Razina,RU,54.89,44.3,268.69,97,100,3.19,snow
496,Esperance,AU,-33.87,121.9,291.06,68,99,6.09,overcast clouds
497,Dong Hoi,VN,17.48,106.6,295.3,91,97,3.62,overcast clouds
498,Natal,BR,-5.8,-35.21,304.51,66,40,7.72,scattered clouds
499,Guerrero Negro,MX,27.98,-114.06,292.64,47,100,1.69,overcast clouds
500,Togur,RU,58.36,82.83,253.45,98,13,3.1,few clouds
501,Vao,NC,-22.67,167.48,299.79,82,100,2.77,overcast clouds
502,Los Llanos De Aridane,ES,28.66,-17.92,291.01,79,75,6.17,broken clouds
503,Kadayanallur,IN,9.08,77.35,297.0,86,91,1.5,moderate rain
504,Jieshi,CN,22.81,115.83,292.01,86,76,6.92,broken clouds
505,Benguela,AO,-12.58,13.41,300.28,59,88,3.24,overcast clouds
506,Kieta,PG,-6.22,155.63,298.67,77,86,1.32,overcast clouds
507,College,US,64.86,-147.8,252.59,77,75,1.54,broken clouds
508,Coquimbo,CL,-29.95,-71.34,294.0,68,20,4.63,few clouds
509,Dalvik,IS,65.97,-18.53,268.11,88,92,2.24,overcast clouds
510,Naryan-Mar,RU,67.67,53.09,261.87,93,96,5.66,overcast clouds
511,San Martin,AR,-33.08,-68.47,294.45,20,19,3.44,few clouds
512,Pundaguitan,PH,6.37,126.17,300.02,77,96,7.48,overcast clouds
513,Otane,NZ,-39.88,176.63,290.03,99,98,1.51,overcast clouds
514,Shache,CN,38.42,77.24,276.17,38,57,2.73,broken clouds
515,Shellbrook,CA,53.22,-106.4,254.72,93,92,2.79,overcast clouds
516,Porbandar,IN,21.64,69.61,295.08,34,5,4.6,clear sky
517,Manado,ID,1.49,124.85,297.58,100,40,0.0,scattered clouds
518,Tokat,TR,40.42,36.58,266.27,71,19,1.74,few clouds
519,Sioux Lookout,CA,50.1,-91.92,245.36,76,75,1.54,broken clouds
520,Kathu,TH,7.92,98.33,304.09,70,98,3.69,overcast clouds
521,Kochi,IN,9.94,76.26,300.14,79,83,0.95,broken clouds
522,Mason City,US,43.15,-93.2,255.77,75,0,3.6,clear sky
523,Sena Madureira,BR,-9.07,-68.66,305.31,58,82,1.43,broken clouds
524,Coihaique,CL,-45.58,-72.07,295.12,46,0,3.6,clear sky
525,Haines Junction,CA,60.75,-137.51,273.12,69,74,1.54,broken clouds
526,Vanavara,RU,60.34,102.28,244.52,100,77,0.82,broken clouds
527,Wuda,CN,39.5,106.71,267.97,87,76,1.81,broken clouds
528,Saint-Joseph,RE,-21.37,55.62,298.36,79,27,1.48,scattered clouds
529,Atessa,IT,42.07,14.45,278.6,94,100,2.16,light rain
530,Grand Gaube,MU,-20.01,57.66,300.37,75,84,1.34,broken clouds
531,Kaputa,ZM,-8.47,29.66,294.18,87,100,0.38,overcast clouds
532,Griffith,US,41.53,-87.42,266.58,61,0,8.23,clear sky
533,Cooma,AU,-36.23,149.13,284.02,93,70,3.6,broken clouds
534,Cidreira,BR,-30.18,-50.21,299.62,68,8,7.14,clear sky
535,Port Hueneme,US,34.15,-119.2,300.14,20,0,6.17,clear sky
536,Watertown,US,42.37,-71.18,288.78,47,75,8.75,broken clouds
537,Richmond,US,37.55,-77.46,292.08,38,20,6.17,few clouds
538,Jimo,CN,36.39,120.46,274.03,100,100,0.0,fog
539,Dombarovskiy,RU,50.76,59.54,271.57,89,100,10.07,overcast clouds
540,Araouane,ML,18.9,-3.53,298.18,10,2,5.12,clear sky
541,Dharmanagar,IN,24.37,92.17,286.08,66,0,0.74,clear sky
542,Krasnyye Baki,RU,57.13,45.16,268.52,90,100,3.15,light snow
543,Carahue,CL,-38.7,-73.17,301.26,14,24,2.11,few clouds
544,Tabuk,PH,17.42,121.44,294.23,89,100,1.9,overcast clouds
545,Grindavik,IS,63.84,-22.43,270.12,74,0,5.66,clear sky
546,Chapais,CA,49.78,-74.85,249.03,78,100,5.18,overcast clouds
547,Varhaug,NO,58.61,5.65,279.2,94,100,11.35,light rain
548,Petropavlovka,RU,50.61,105.32,244.99,98,97,0.89,overcast clouds
549,Rorvik,NO,64.86,11.24,274.52,79,100,6.2,overcast clouds
550,Sakakah,SA,29.97,40.21,287.91,32,0,2.37,clear sky
551,Mitsamiouli,KM,-11.38,43.28,298.93,83,100,4.94,light rain
552,Hagere Hiywet,ET,8.98,37.85,293.19,39,99,4.82,overcast clouds
553,Mazyr,BY,52.05,29.25,270.07,86,8,3.48,clear sky
554,Ginda,IN,30.69,78.49,278.31,38,0,3.42,clear sky
555,Ambilobe,MG,-13.2,49.05,296.13,94,22,0.57,moderate rain
556,Newport,GB,51.59,-3.0,282.18,85,100,0.89,overcast clouds
557,Moranbah,AU,-22.0,148.05,294.74,78,20,4.94,few clouds
558,Xiongzhou,CN,25.12,114.3,283.74,92,100,1.55,light rain
559,Teguldet,RU,57.31,88.17,255.86,90,19,4.21,few clouds
560,Dindigul,IN,10.35,77.95,299.34,77,86,1.53,overcast clouds
561,Turkistan,KZ,43.0,68.0,273.77,68,72,2.91,broken clouds
562,Sobolevo,RU,54.43,31.9,267.91,88,10,5.45,clear sky
563,Moose Jaw,CA,50.4,-105.53,259.98,81,100,2.59,overcast clouds
564,Sungaipenuh,ID,-2.08,101.38,291.33,94,100,1.32,overcast clouds
565,Penzance,GB,50.12,-5.54,283.02,92,100,12.88,overcast clouds
566,Lewistown,US,40.6,-77.57,283.14,96,75,7.72,broken clouds
567,Takoradi,GH,4.88,-1.76,301.75,69,94,4.99,overcast clouds
568,Idar,DE,49.72,7.3,278.53,78,100,1.8,overcast clouds
569,Kapustin Yar,RU,48.58,45.74,274.39,99,100,1.99,snow
570,La Rochelle,FR,46.17,-1.15,282.64,61,0,1.54,clear sky
571,Gamba,GA,-2.65,10.0,300.03,80,60,4.33,broken clouds
572,Buraydah,SA,26.33,43.98,287.4,29,0,4.02,clear sky
573,Ozernovskiy,RU,51.5,156.52,266.52,79,23,0.74,few clouds
574,Itabera,BR,-23.86,-49.14,301.07,45,0,2.76,clear sky
575,Mao,ES,39.89,4.27,287.46,54,0,3.09,clear sky
576,Soe,ID,-9.86,124.28,292.22,95,94,0.88,overcast clouds
577,Tura,IN,25.52,90.22,286.27,72,0,1.74,clear sky
578,Yangambi,CD,0.81,24.43,301.05,48,90,0.96,overcast clouds
579,Maidstone,GB,51.27,0.52,280.85,67,93,3.58,overcast clouds
580,Ambon,ID,-3.7,128.18,298.23,94,40,2.06,moderate rain
581,Kloulklubed,PW,7.04,134.26,300.43,76,72,10.7,broken clouds
582,Mushie,CD,-3.02,16.9,300.27,74,90,2.1,light rain
583,Lapua,FI,62.97,23.01,271.99,94,54,2.18,broken clouds
584,Biryukove,UA,47.96,39.74,276.32,97,100,6.17,overcast clouds
585,Bulaevo,KZ,54.91,70.44,257.48,96,100,3.16,light snow
586,Port-Gentil,GA,-0.72,8.78,302.13,79,40,5.66,scattered clouds
587,Trincomalee,LK,8.57,81.23,299.4,85,100,7.4,overcast clouds
588,Sur,OM,22.57,59.53,294.6,61,1,4.31,clear sky
589,Oistins,BB,13.07,-59.53,298.2,73,75,6.69,broken clouds
590,Tarnogskiy Gorodok,RU,60.5,43.58,265.95,92,100,3.8,overcast clouds
591,Tongchuan,CN,35.08,109.09,274.1,77,54,0.71,broken clouds
592,Bosaso,SO,11.28,49.18,297.65,66,30,2.11,scattered clouds
593,Vredendal,ZA,-31.67,18.5,298.45,51,100,4.49,overcast clouds
594,Shingu,JP,33.73,135.98,278.66,67,0,2.29,clear sky
595,Vilcun,CL,-38.65,-72.23,299.56,8,52,1.57,broken clouds
596,Bud,US,39.45,-86.18,270.44,85,100,3.73,light snow
597,Onega,RU,63.91,38.14,258.88,98,55,1.62,broken clouds
598,Sangin,AF,32.07,64.84,286.05,28,3,0.85,clear sky
599,Verkh-Usugli,RU,52.7,115.17,248.25,96,90,1.09,overcast clouds
600,Fevik,NO,58.38,8.68,278.02,96,100,10.74,light rain
601,Sergeyevka,KZ,53.88,67.42,258.81,99,96,2.72,overcast clouds
602,Moree,AU,-29.47,149.85,290.16,67,29,4.63,scattered clouds
603,Steamboat Springs,US,40.48,-106.83,266.87,81,0,2.06,clear sky
604,Nyrsko,CZ,49.29,13.14,277.52,79,6,2.12,clear sky
605,Ostuni,IT,40.73,17.58,286.65,81,100,2.91,overcast clouds
606,Dera Ismail Khan,PK,31.83,70.9,288.48,35,0,1.76,clear sky
607,Pozo Colorado,PY,-23.49,-58.8,312.21,22,75,1.86,broken clouds
608,Pervomayskoye,RU,43.92,46.71,278.5,77,15,3.06,few clouds
609,Nantucket,US,41.28,-70.1,285.42,71,0,8.23,clear sky
610,Eston,CA,51.15,-108.75,272.09,77,79,2.75,broken clouds
611,Quatre Cocos,MU,-20.21,57.76,300.21,81,61,3.63,light rain
612,Doctor Arroyo,MX,23.67,-100.18,288.58,52,27,0.9,scattered clouds
613,Zhireken,RU,52.82,117.31,247.48,99,99,1.1,overcast clouds
614,Alice Springs,AU,-23.7,133.88,290.9,68,0,0.0,clear sky
615,Santa Cruz De La Palma,ES,28.68,-17.76,293.23,68,75,6.17,broken clouds
616,Dubasari,MD,47.26,29.16,277.76,67,32,3.41,scattered clouds
617,Shimoda,JP,34.67,138.95,282.18,66,97,1.01,overcast clouds
618,Baoshan,CN,46.56,131.42,254.85,93,59,2.93,broken clouds
619,London,GB,51.51,-0.13,281.24,66,100,6.69,overcast clouds
620,Nerchinskiy Zavod,RU,51.31,119.61,244.6,100,100,1.0,overcast clouds
621,Ende,ID,-8.84,121.66,297.78,88,100,0.51,overcast clouds
622,Yeniseysk,RU,58.45,92.17,253.85,89,7,3.09,clear sky
623,Znamenskoye,RU,57.13,73.83,254.47,94,29,3.6,scattered clouds
624,Peterhead,GB,57.51,-1.8,281.32,82,88,8.07,overcast clouds
625,Puro,PH,12.48,123.38,297.54,87,100,5.21,overcast clouds
626,Minot,US,48.23,-101.3,261.27,67,100,2.57,overcast clouds
627,Colesberg,ZA,-30.72,25.1,302.94,23,26,2.61,scattered clouds
628,Maldonado,UY,-34.67,-54.92,291.81,94,100,6.72,overcast clouds
629,Mangan,IN,27.52,88.53,282.86,44,4,3.38,clear sky
630,Zlobin,HR,45.29,14.65,277.76,48,0,4.63,clear sky
631,Funtua,NG,11.52,7.31,301.46,9,27,4.64,scattered clouds
632,Timaru,NZ,-44.4,171.25,282.63,91,100,3.13,overcast clouds
633,Pilar,BR,-9.6,-35.96,302.11,51,57,6.9,broken clouds
634,Sharan,RU,54.82,54.0,268.94,94,100,2.7,overcast clouds
635,Aksu,CN,41.12,80.26,272.54,45,77,1.88,broken clouds
636,Sinop,TR,41.77,34.87,275.41,74,79,1.69,broken clouds
637,Adrar,MR,20.5,-10.07,298.7,14,24,6.39,few clouds
638,Kimbe,PG,-5.55,150.14,296.84,94,100,1.19,overcast clouds
639,Kargopol,RU,61.51,38.95,264.42,95,76,2.94,broken clouds
640,Faya,SA,18.39,42.45,289.21,75,28,1.4,scattered clouds
641,Cairns,AU,-16.92,145.77,299.12,84,43,2.57,scattered clouds
642,Dudinka,RU,69.41,86.18,252.47,83,21,6.83,few clouds
643,Kondratovo,RU,57.98,56.11,270.31,86,75,4.02,broken clouds
644,Punta De Piedra,VE,7.62,-71.49,307.61,31,98,1.63,overcast clouds
645,Cuamba,MZ,-14.8,36.54,294.15,96,100,0.71,moderate rain
646,Kesan,TR,40.86,26.63,283.42,81,98,6.44,overcast clouds
647,Puerto Escondido,MX,15.85,-97.07,301.61,74,0,1.54,clear sky
648,Ormara,PK,25.21,64.64,294.97,54,0,5.98,clear sky
649,Zapolyarnyy,RU,69.42,30.81,260.75,97,28,2.46,scattered clouds
650,Miramar,US,25.99,-80.23,301.16,71,40,2.57,scattered clouds
651,Henties Bay,NA,-22.12,14.28,296.96,79,14,3.64,light rain
652,Dzerzhinskoye,RU,56.83,95.23,246.81,100,37,1.37,scattered clouds
653,Abancay,PE,-13.63,-72.88,289.73,85,100,1.31,overcast clouds
654,Snasa,NO,64.25,12.38,269.26,95,100,2.17,overcast clouds
655,Slave Lake,CA,55.28,-114.77,265.14,79,100,3.09,overcast clouds
656,Honiara,SB,-9.43,159.95,297.75,88,100,0.45,overcast clouds
657,Srednekolymsk,RU,67.45,153.68,237.17,98,56,3.23,broken clouds
658,Camopi,GF,3.17,-52.32,299.05,92,85,1.98,overcast clouds
659,Pamanukan,ID,-6.28,107.81,298.71,85,100,2.01,overcast clouds
660,Taft,IR,31.75,54.21,282.12,58,100,4.12,overcast clouds
661,Udachnyy,RU,66.42,112.4,248.64,100,94,1.39,overcast clouds
662,Olinda,BR,-8.01,-34.86,304.0,62,40,4.12,scattered clouds
663,Vizinga,RU,61.07,50.1,266.41,96,100,1.8,overcast clouds
664,College Place,US,46.05,-118.39,281.79,80,0,2.06,clear sky
665,Copiapo,CL,-27.37,-70.33,294.98,32,0,5.22,clear sky
666,Kendari,ID,-3.94,122.5,297.47,93,99,1.73,overcast clouds
667,Mackenzie,CA,55.3,-123.17,273.27,55,100,3.6,overcast clouds
668,Krasnopavlivka,UA,49.14,36.33,272.81,89,95,5.5,overcast clouds
669,Evensk,RU,61.95,159.23,248.53,73,36,3.18,scattered clouds
670,Biltine,TD,14.53,20.92,300.82,9,26,4.27,scattered clouds
671,Kenitra,MA,34.26,-6.58,293.55,63,12,4.39,few clouds
672,Rayagada,IN,19.17,83.42,291.31,71,47,0.78,scattered clouds
673,San Cristobal,VE,7.77,-72.22,297.25,39,96,3.7,overcast clouds
674,Ujkigyos,HU,46.58,21.03,278.23,50,14,5.31,few clouds
675,Berdigestyakh,RU,62.1,126.7,242.32,100,98,1.2,overcast clouds
676,Bennington,US,42.88,-73.2,283.32,62,0,3.09,clear sky
677,Leh,IN,34.17,77.58,255.99,63,100,0.85,overcast clouds
678,Rio Gallegos,AR,-51.62,-69.22,293.18,24,40,18.01,scattered clouds
679,Anadyr,RU,64.75,177.48,238.43,75,0,5.0,clear sky
680,Estacion Coahuila,MX,32.19,-115.0,297.02,18,0,3.42,clear sky
681,Pedernales,DO,18.04,-71.74,303.43,40,6,5.77,clear sky
682,Dulce Nombre De Culmi,HN,15.1,-85.53,301.28,48,33,2.09,scattered clouds
683,Riyadh,SA,24.69,46.72,289.23,30,3,6.78,clear sky
684,Keetmanshoop,NA,-26.58,18.13,301.66,54,90,3.09,overcast clouds
685,Ghioroiu,RO,44.7,23.83,281.13,72,85,5.35,overcast clouds
686,Tobermory,CA,45.25,-81.67,254.99,96,100,6.95,overcast clouds
687,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,302.95,62,52,6.61,broken clouds
688,Wladyslawowo,PL,54.79,18.4,275.34,65,83,6.4,broken clouds
689,General Teran,MX,25.27,-99.68,296.01,54,0,7.5,clear sky
690,Sijunjung,ID,-0.69,100.95,295.74,96,84,0.7,broken clouds
691,Florianopolis,BR,-27.61,-48.5,302.35,69,20,4.63,few clouds
692,Goure,NE,13.98,10.27,300.38,8,8,4.28,clear sky
693,San Andres,CO,12.58,-81.7,301.16,69,75,6.69,broken clouds
694,Sao Paulo De Olivenca,BR,-3.38,-68.87,306.48,49,97,1.89,overcast clouds
695,Mount Vernon,US,40.91,-73.84,288.18,46,75,8.75,broken clouds
696,Richards Bay,ZA,-28.78,32.04,297.99,78,0,5.14,clear sky
697,Baruun-Urt,MN,46.68,113.28,248.45,99,66,1.64,broken clouds
698,Lodwar,KE,3.12,35.6,306.34,23,53,3.27,broken clouds
699,Hirado,JP,33.36,129.55,282.79,76,100,4.53,light rain
700,Sao Felix Do Xingu,BR,-6.64,-52.0,295.34,98,100,0.74,light rain
701,Friendswood,US,29.53,-95.2,291.5,85,75,3.6,haze
702,Praia Da Vitoria,PT,38.73,-27.07,291.29,68,20,5.26,few clouds
